timestamp,user,src_ip,city,lat,lon,action,auth_method,vpn_server,is_attack
2026-09-01 08:18:00,user_1076,103.21.124.57,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-01,0
2026-09-01 08:18:12,user_1054,103.21.124.16,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:18:24,user_1044,185.220.101.52,"London, UK",51.5074,-0.1278,FAILURE,Password,VPN-02,0
2026-09-01 08:18:36,user_1018,103.22.140.187,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-02,0
2026-09-01 08:18:48,user_1004,103.22.140.229,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:19:00,user_1047,103.21.124.9,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:19:12,user_1030,185.220.101.19,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-02,0
2026-09-01 08:19:24,user_1041,103.22.140.214,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:19:36,user_1025,103.22.140.234,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-02,0
2026-09-01 08:19:48,user_1044,198.51.100.230,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-03,0
2026-09-01 08:20:00,user_1011,185.220.101.106,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-01,0
2026-09-01 08:20:12,user_1041,198.51.100.54,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:20:24,user_1001,103.22.140.56,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:20:36,user_1007,103.21.124.6,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:20:48,user_1026,103.22.140.121,"Mumbai, India",19.076,72.8777,FAILURE,MFA,VPN-03,0
2026-09-01 08:21:00,user_1079,103.22.140.139,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-03,0
2026-09-01 08:21:12,user_1016,103.22.140.28,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-03,0
2026-09-01 08:21:24,user_1027,103.21.124.43,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:21:36,user_1004,185.220.101.133,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-02,0
2026-09-01 08:21:48,user_1025,185.220.101.99,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:22:00,user_1044,185.220.101.30,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-01,0
2026-09-01 08:22:12,user_1049,103.21.124.174,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-03,0
2026-09-01 08:22:24,user_1007,103.22.140.146,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:22:36,user_1005,185.220.101.13,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-02,0
2026-09-01 08:22:48,user_1027,103.22.140.123,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:23:00,user_1059,103.21.124.94,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:23:12,user_1039,103.21.124.154,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:23:24,user_1000,103.22.140.93,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-03,0
2026-09-01 08:23:36,user_1011,198.51.100.218,"New York, USA",40.7128,-74.006,FAILURE,MFA,VPN-03,0
2026-09-01 08:23:48,user_1027,103.21.124.249,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:24:00,user_1074,103.21.124.231,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:24:12,user_1047,185.220.101.234,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-02,0
2026-09-01 08:24:24,user_1040,103.21.124.159,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:24:36,user_1078,103.21.124.236,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:24:48,user_1055,103.21.124.171,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:25:00,user_1050,198.51.100.75,"New York, USA",40.7128,-74.006,FAILURE,Password,VPN-03,0
2026-09-01 08:25:12,user_1043,103.22.140.115,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:25:24,user_1012,103.22.140.94,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:25:36,user_1056,185.220.101.218,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-01,0
2026-09-01 08:25:48,user_1025,198.51.100.204,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:26:00,user_1045,198.51.100.169,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:26:12,user_1053,103.22.140.193,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:26:24,user_1074,198.51.100.14,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:26:36,user_1019,103.22.140.185,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:26:48,user_1014,198.51.100.164,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:27:00,user_1044,103.22.140.197,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:27:12,user_1056,198.51.100.59,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:27:24,user_1029,103.21.124.43,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-03,0
2026-09-01 08:27:36,user_1012,103.22.140.96,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:27:48,user_1026,103.21.124.59,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:28:00,user_1026,103.22.140.54,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:28:12,user_1026,103.21.124.164,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:28:24,user_1048,103.21.124.54,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:28:36,user_1059,198.51.100.239,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:28:48,user_1005,198.51.100.32,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:29:00,user_1026,198.51.100.173,"New York, USA",40.7128,-74.006,SUCCESS,MFA,VPN-02,0
2026-09-01 08:29:12,user_1001,198.51.100.73,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-03,0
2026-09-01 08:29:24,user_1010,198.51.100.53,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:29:36,user_1009,103.22.140.158,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:29:48,user_1019,103.22.140.230,"Mumbai, India",19.076,72.8777,FAILURE,MFA,VPN-01,0
2026-09-01 08:30:00,user_1013,103.21.124.106,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:30:12,user_1047,103.22.140.50,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:30:24,user_1031,103.22.140.194,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:30:36,user_1023,103.21.124.41,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:30:48,user_1045,198.51.100.118,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:31:00,user_1029,185.220.101.208,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-01,0
2026-09-01 08:31:12,user_1019,103.22.140.135,"Mumbai, India",19.076,72.8777,FAILURE,Password,VPN-01,0
2026-09-01 08:31:24,user_1077,198.51.100.105,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:31:36,user_1070,103.21.124.81,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-02,0
2026-09-01 08:31:48,user_1048,185.220.101.150,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:32:00,user_1030,198.51.100.239,"New York, USA",40.7128,-74.006,SUCCESS,MFA,VPN-01,0
2026-09-01 08:32:12,user_1017,103.22.140.78,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:32:24,user_1041,103.21.124.16,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-01,0
2026-09-01 08:32:36,user_1072,103.21.124.163,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:32:48,user_1049,198.51.100.217,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:33:00,user_1033,103.21.124.113,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:33:12,user_1058,103.21.124.202,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-01,0
2026-09-01 08:33:24,user_1016,185.220.101.65,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-02,0
2026-09-01 08:33:36,user_1021,103.21.124.177,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:33:48,user_1003,103.21.124.7,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:34:00,user_1036,103.22.140.129,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:34:12,user_1000,198.51.100.6,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-03,0
2026-09-01 08:34:24,user_1066,198.51.100.71,"New York, USA",40.7128,-74.006,FAILURE,Password,VPN-02,0
2026-09-01 08:34:36,user_1020,185.220.101.167,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-02,0
2026-09-01 08:34:48,user_1001,103.21.124.70,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:35:00,user_1057,185.220.101.111,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:35:12,user_1039,103.22.140.139,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-02,0
2026-09-01 08:35:24,user_1001,185.220.101.25,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:35:36,user_1016,103.22.140.90,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-02,0
2026-09-01 08:35:48,user_1036,103.21.124.138,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:36:00,user_1019,198.51.100.91,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:36:12,user_1072,103.22.140.39,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:36:24,user_1030,103.21.124.208,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-02,0
2026-09-01 08:36:36,user_1016,185.220.101.33,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-01,0
2026-09-01 08:36:48,user_1008,198.51.100.139,"New York, USA",40.7128,-74.006,FAILURE,Password,VPN-03,0
2026-09-01 08:37:00,user_1028,103.21.124.177,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:37:12,user_1002,103.22.140.63,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:37:24,user_1052,103.21.124.189,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-03,0
2026-09-01 08:37:36,user_1004,185.220.101.68,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-02,0
2026-09-01 08:37:48,user_1046,103.22.140.105,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:38:00,user_1047,185.220.101.44,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:38:12,user_1006,103.21.124.200,"Delhi, India",28.6139,77.209,FAILURE,Password,VPN-03,0
2026-09-01 08:38:24,user_1022,103.22.140.153,"Mumbai, India",19.076,72.8777,FAILURE,MFA,VPN-01,0
2026-09-01 08:38:36,user_1046,103.22.140.54,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:38:48,user_1062,103.21.124.30,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:39:00,user_1028,103.21.124.126,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-01,0
2026-09-01 08:39:12,user_1042,103.22.140.115,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:39:24,user_1046,198.51.100.117,"New York, USA",40.7128,-74.006,SUCCESS,MFA,VPN-02,0
2026-09-01 08:39:36,user_1050,103.22.140.43,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:39:48,user_1055,103.22.140.135,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-02,0
2026-09-01 08:40:00,user_1077,103.22.140.120,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-03,0
2026-09-01 08:40:12,user_1029,103.22.140.12,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-02,0
2026-09-01 08:40:24,user_1063,103.22.140.79,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:40:36,user_1075,198.51.100.227,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-03,0
2026-09-01 08:40:48,user_1024,185.220.101.6,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:41:00,user_1038,103.21.124.223,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-02,0
2026-09-01 08:41:12,user_1001,103.21.124.50,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:41:24,user_1055,185.220.101.65,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-03,0
2026-09-01 08:41:36,user_1055,185.220.101.21,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-01,0
2026-09-01 08:41:48,user_1010,103.22.140.171,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:42:00,user_1033,185.220.101.57,"London, UK",51.5074,-0.1278,SUCCESS,Password,VPN-01,0
2026-09-01 08:42:12,user_1010,103.22.140.73,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:42:24,user_1055,103.21.124.117,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-03,0
2026-09-01 08:42:36,user_1014,103.21.124.101,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-02,0
2026-09-01 08:42:48,user_1040,198.51.100.15,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-01,0
2026-09-01 08:43:00,user_1066,103.22.140.171,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:43:12,user_1067,103.21.124.177,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-03,0
2026-09-01 08:43:24,user_1065,103.22.140.126,"Mumbai, India",19.076,72.8777,SUCCESS,MFA,VPN-01,0
2026-09-01 08:43:36,user_1069,198.51.100.212,"New York, USA",40.7128,-74.006,SUCCESS,Password,VPN-02,0
2026-09-01 08:43:48,user_1014,103.22.140.12,"Mumbai, India",19.076,72.8777,SUCCESS,Password,VPN-01,0
2026-09-01 08:44:00,user_1063,103.22.140.132,"Mumbai, India",19.076,72.8777,FAILURE,Password,VPN-02,0
2026-09-01 08:44:12,user_1036,185.220.101.25,"London, UK",51.5074,-0.1278,SUCCESS,MFA,VPN-02,0
2026-09-01 08:44:24,user_1018,103.21.124.205,"Delhi, India",28.6139,77.209,SUCCESS,Password,VPN-02,0
2026-09-01 08:44:36,user_1074,103.21.124.83,"Delhi, India",28.6139,77.209,FAILURE,Password,VPN-02,0
2026-09-01 08:44:48,user_1021,103.21.124.231,"Delhi, India",28.6139,77.209,SUCCESS,MFA,VPN-01,0
2026-09-01 08:45:00,user_1099,198.51.100.77,"New York, USA",40.7128,-74.006,FAILURE,Password,VPN-01,1
